A,Table A,Title information (filtered),
A,
A,Running EQ6 from EQ3/6-V8.0a (R43a) for PC,
A,---,
A,
A,EQ6 input file name= harzb.rock,
A,Description= 'harzburgite',
A,Version level= 8.0,
A,Revised 08/09/17    Revisor= S.M. Som,
A,,
A,  Harzburgite,
A,,
A,---,
A,
A,data0.MBN,
A,350 bar database modified from DATA0.SUP supplied with EQ3/6,
A,Database used to generate model calculations described in,
A,McCollom and Bach; Geochim. Cosmochim. Acta; 73; 856-875 (2009),
A,Generated with thermodynamic data from S98pub.dat by T. McCollom,
A,with additional data for Fe(OH)2; minnesotaite; and greenalite as,
A,described in McCollom & Bach (2009).,
A,Organic species other than formate & methane not included.,
A,Most trace element species eliminated from this database.,
A,Added cronstedtite from Klein et al. Lithos(2013),
A,---,
B1,EndTable:,A,
B1,
B1,
B1,Table B1,Miscellaneous parameters I,
B1,Xi,t(days),Temp(C),Press(bars),pH,pmH,log fO2,Eh(v),pe,aw,
B1,0.000,0.000,10.0000,350.0000,6.2492,6.6846,-53.3479,0.1320,2.3487,0.7076,
B1,1.0000E-08,0.000,10.0000,350.0000,6.2492,6.6846,-53.4283,0.1308,2.3286,0.7076,
B1,1.0000E-07,0.000,10.0000,350.0000,6.2493,6.6847,-54.0217,0.1225,2.1802,0.7076,
B1,5.0771E-07,0.000,10.0000,350.0000,6.2497,6.6851,-55.4792,0.1020,1.8154,0.7076,
B1,1.0000E-06,0.000,10.0000,350.0000,6.2503,6.6857,-56.3895,0.0892,1.5872,0.7076,
B1,2.5717E-06,0.000,10.0000,350.0000,6.2520,6.6874,-57.8483,0.0686,1.2208,0.7076,
B1,3.6879E-06,0.000,10.0000,350.0000,6.2532,6.6886,-58.4440,0.0602,1.0707,0.7076,
B1,5.4594E-06,0.000,10.0000,350.0000,6.2552,6.6906,-59.1102,0.0507,0.9021,0.7076,
B1,1.0000E-05,0.000,10.0000,350.0000,6.2602,6.6956,-60.1721,0.0355,0.6317,0.7076,
B1,2.2992E-05,0.000,10.0000,350.0000,6.2746,6.7099,-61.7127,0.0130,0.2322,0.7076,
B1,5.0257E-05,0.000,10.0000,350.0000,6.3046,6.7400,-63.3030,-0.0110,-0.1955,0.7076,
B1,1.0000E-04,0.000,10.0000,350.0000,6.3590,6.7944,-64.9295,-0.0369,-0.6565,0.7076,
B1,1.9680E-04,0.000,10.0000,350.0000,6.4607,6.8961,-66.9175,-0.0705,-1.2552,0.7076,
B1,3.4835E-04,0.000,10.0000,350.0000,6.6029,7.0383,-69.0461,-0.1084,-1.9295,0.7076,
B1,3.5392E-04,0.000,10.0000,350.0000,6.6076,7.0430,-69.1112,-0.1096,-1.9505,0.7076,
B1,3.6479E-04,0.000,10.0000,350.0000,6.6076,7.0430,-69.1637,-0.1103,-1.9636,0.7076,
B1,6.1946E-04,0.000,10.0000,350.0000,6.6076,7.0430,-70.0834,-0.1232,-2.1935,0.7076,
B1,6.6263E-04,0.000,10.0000,350.0000,6.6281,7.0635,-70.3646,-0.1283,-2.2844,0.7076,
B1,1.0000E-03,0.000,10.0000,350.0000,6.7701,7.2055,-72.2149,-0.1623,-2.8889,0.7076,
B1,1.5599E-03,0.000,10.0000,350.0000,6.9496,7.3849,-74.4222,-0.2034,-3.6202,0.7076,
B1,2.3120E-03,0.000,10.0000,350.0000,7.1241,7.5594,-76.4978,-0.2423,-4.3137,0.7076,
B1,2.3124E-03,0.000,10.0000,350.0000,7.1241,7.5595,-76.4977,-0.2423,-4.3137,0.7076,
B1,2.3141E-03,0.000,10.0000,350.0000,7.1243,7.5596,-76.4973,-0.2423,-4.3137,0.7076,
B1,2.3380E-03,0.000,10.0000,350.0000,7.1289,7.5642,-76.6642,-0.2449,-4.3600,0.7076,
B1,2.7276E-03,0.000,10.0000,350.0000,7.1890,7.6243,-79.0199,-0.2814,-5.0090,0.7076,
B1,3.3269E-03,0.000,10.0000,350.0000,7.2297,7.6650,-80.1794,-0.3000,-5.3396,0.7076,
B1,5.0710E-03,0.000,10.0000,350.0000,7.2693,7.7046,-80.9328,-0.3128,-5.5675,0.7075,
B1,1.0000E-02,0.000,10.0000,350.0000,7.2886,7.7241,-81.5307,-0.3223,-5.7363,0.7073,
B1,1.5310E-02,0.000,10.0000,350.0000,7.2928,7.7286,-81.8440,-0.3269,-5.8187,0.7071,
B1,1.6049E-02,0.000,10.0000,350.0000,7.3133,7.7492,-81.9274,-0.3292,-5.8601,0.7071,
B1,3.3570E-02,0.000,10.0000,350.0000,7.6467,8.0831,-83.2021,-0.3658,-6.5120,0.7066,
B1,7.6307E-02,0.000,10.0000,350.0000,8.0926,8.5303,-84.6507,-0.4112,-7.3196,0.7053,
B1,9.6995E-02,0.000,10.0000,350.0000,8.2691,8.7075,-85.1426,-0.4280,-7.6189,0.7046,
B1,9.6995E-02,0.000,10.0000,350.0000,8.2691,8.7075,-85.1426,-0.4280,-7.6189,0.7046,
B1,9.7116E-02,0.000,10.0000,350.0000,8.2697,8.7080,-85.1453,-0.4281,-7.6202,0.7046,
B1,0.1000,0.000,10.0000,350.0000,8.2831,8.7216,-85.2073,-0.4297,-7.6491,0.7046,
B1,0.1848,0.000,10.0000,350.0000,8.6606,9.1022,-86.6067,-0.4705,-8.3757,0.7022,
B1,0.1848,0.000,10.0000,350.0000,8.6606,9.1022,-86.6067,-0.4705,-8.3757,0.7022,
B1,0.1848,0.000,10.0000,350.0000,8.6606,9.1022,-86.6067,-0.4705,-8.3757,0.7022,
B1,0.1848,0.000,10.0000,350.0000,8.6606,9.1022,-86.6068,-0.4706,-8.3757,0.7022,
B1,0.1854,0.000,10.0000,350.0000,8.6606,9.1022,-86.6097,-0.4706,-8.3764,0.7021,
B1,0.2000,0.000,10.0000,350.0000,8.6598,9.1022,-86.6759,-0.4715,-8.3920,0.7016,
B1,0.3000,0.000,10.0000,350.0000,8.6547,9.1023,-87.0438,-0.4763,-8.4778,0.6982,
B1,0.4000,0.000,10.0000,350.0000,8.6499,9.1029,-87.3239,-0.4799,-8.5420,0.6947,
B1,0.5000,0.000,10.0000,350.0000,8.6453,9.1039,-87.5569,-0.4828,-8.5945,0.6910,
B1,0.6000,0.000,10.0000,350.0000,8.6408,9.1051,-87.7610,-0.4854,-8.6398,0.6872,
B1,0.7000,0.000,10.0000,350.0000,8.6362,9.1064,-87.9457,-0.4877,-8.6802,0.6832,
B1,0.8000,0.000,10.0000,350.0000,8.6316,9.1079,-88.1162,-0.4897,-8.7169,0.6792,
B1,0.9000,0.000,10.0000,350.0000,8.6269,9.1095,-88.2756,-0.4916,-8.7506,0.6749,
B1,1.000,0.000,10.0000,350.0000,8.6221,9.1112,-88.4255,-0.4934,-8.7819,0.6706,
B1,1.000,0.000,10.0000,350.0000,8.6221,9.1112,-88.4255,-0.4934,-8.7819,0.6706,
B2,EndTable:,B1,
B2,
B2,
B2,Table B2,Miscellaneous parameters II,
B2,Xi,t(days),H2O(kg),Alk(eq/kg.H2O),Signam(m),I(m),J(m),TDS(g/kg.sol),TDS(g/L),density(g/L),M/m,
